,regional_mobility,is_high_user,avg_consume_less_12_valid_month,reg_preference_for_trad,status,low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,repayment_capability,number_of_trans_from_2011,historical_trans_amount,historical_trans_day,rank_trad_1_month,trans_amount_3_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,first_transaction_day_re,active_day
37,3.0,0,7.0,0.0,1,0.04,0.96,200.0,0.9,1.0,0.247,16.0,26.0,23.0,10030.0,28.0,82420.0,139.0,0.75,12300.0,310.0,0.65,680.0,0.65,10.0,15.0,10.0,15.0,0.0,2.0,8.0,8.0,0.0,330.0,5.0,0.0,0.0,12960.0,0.0,94.0,528.0,77.0,5.0,3.0,2.0,5.0,0.0,1.0,3.0,458.0,70.0,9.0,4.0,3.0,5.0,1.0,4.0,0.0,3.0,5.0,4.0,30.0,0.0,4.0,268.0,900.0,72.0,4.0,5.0,1100.0,800.0,7200.0,67.0,1.0,1.0,7200.0,7200.0,52.0,891.0,35.0
38,2.0,0,6.0,1.0,1,0.04,0.96,0.0,0.27,1.0,0.292,12.0,51.0,15.0,7470.0,9.0,24580.0,79.0,0.4,15710.0,5890.0,0.4,940.0,0.5,14.0,22.0,14.0,22.0,1.0,1.0,2.0,2.0,0.0,2020.0,4.0,0.0,0.0,9140.0,0.0,84.0,637.0,76.0,10.0,4.0,4.0,11.0,4.0,5.0,8.0,619.0,74.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,183.0,1000.0,70.0,2.0,2.0,1400.0,950.0,10800.0,80.0,1.0,1.0,10800.0,10800.0,23.0,322.0,23.0
39,2.0,0,7.0,0.0,0,0.0,1.0,0.0,1.2,0.8,0.133,10.0,24.0,24.0,9010.0,12.0,49350.0,45.0,0.45,13360.0,1630.0,0.4,1470.0,0.45,13.0,18.0,13.0,18.0,0.0,1.0,2.0,2.0,0.0,1130.0,2.0,0.0,0.0,2020.0,0.0,84.0,523.0,75.0,11.0,7.0,2.0,22.0,1.0,5.0,11.0,493.0,74.0,34.0,29.0,1.0,16.0,7.0,9.0,0.0,0.0,11.0,36.0,7.0,0.0,0.0,315.0,2300.0,70.0,9.0,12.0,5000.0,1877.0,4500.0,79.0,7.0,7.0,7800.0,3871.0,11.0,518.0,11.0
40,3.0,0,6.0,0.0,0,0.01,0.98,0.0,0.83,0.67,0.609,21.0,11.0,11.0,32170.0,20.0,553920.0,213.0,0.15,130290.0,12470.0,0.05,1300.0,0.45,5.0,7.0,5.0,7.0,2.0,2.0,4.0,12.0,110242.0,3950.0,12.0,0.0,3250.0,46820.0,0.0,84.0,529.0,81.0,20.0,10.0,6.0,36.0,10.0,21.0,27.0,490.0,77.0,97.0,86.0,4.0,30.0,12.0,18.0,0.0,5.0,34.0,116.0,39.0,3.0,0.0,352.0,2300.0,77.0,18.0,20.0,4200.0,2066.0,18700.0,78.0,12.0,12.0,44400.0,13175.0,1.0,970.0,1.0
41,3.0,0,7.0,1.0,0,0.01,0.99,300.0,1.89,0.81,0.105,12.0,71.0,29.0,4410.0,25.0,31210.0,67.0,0.4,5290.0,5260.0,0.65,950.0,0.55,11.0,41.0,11.0,41.0,0.0,0.0,3.0,3.0,0.0,2760.0,1.0,0.0,0.0,4620.0,0.0,95.0,520.0,72.0,12.0,9.0,1.0,15.0,4.0,14.0,15.0,460.0,76.0,4.0,2.0,1.0,4.0,3.0,1.0,0.0,1.0,3.0,2.0,6.0,0.0,1.0,314.0,500.0,66.0,1.0,2.0,500.0,500.0,8400.0,80.0,3.0,4.0,16800.0,8300.0,2.0,996.0,2.0
42,1.0,0,9.0,0.0,1,0.01,0.99,2000.0,0.94,1.0,0.527,16.0,28.0,17.0,22930.0,13.0,255730.0,192.0,0.2,73630.0,2150.0,0.05,1190.0,0.5,6.0,9.0,6.0,9.0,1.0,3.0,5.0,5.0,58389.0,2020.0,5.0,0.0,7560.0,55770.0,0.0,82.0,528.0,72.0,17.0,5.0,8.0,21.0,2.0,7.0,12.0,483.0,76.0,79.0,71.0,5.0,28.0,9.0,19.0,1.0,2.0,27.0,80.0,30.0,1.0,1.0,353.0,2100.0,74.0,19.0,21.0,3200.0,1700.0,8600.0,81.0,9.0,10.0,16800.0,6011.0,23.0,447.0,9.0
43,4.0,0,6.0,1.0,0,0.0,0.92,6000.0,0.76,0.96,0.247,17.0,30.0,26.0,420.0,24.0,93890.0,177.0,0.45,13750.0,4650.0,0.65,1870.0,0.35,7.0,30.0,7.0,30.0,0.0,0.0,2.0,2.0,0.0,2610.0,2.0,0.0,0.0,13970.0,0.0,82.0,607.0,82.0,5.0,5.0,0.0,6.0,2.0,4.0,6.0,579.0,84.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,84.0,3.0,3.0,12000.0,8333.0,17.0,797.0,17.0
44,2.0,0,7.0,0.0,1,0.02,0.98,4000.0,7.84,0.72,0.244,16.0,32.0,31.0,10030.0,13.0,66040.0,89.0,0.55,16350.0,7590.0,0.3,1240.0,0.65,11.0,27.0,11.0,27.0,0.0,3.0,3.0,3.0,13924.0,1270.0,6.0,0.0,0.0,12320.0,0.0,83.0,534.0,74.0,17.0,6.0,3.0,19.0,9.0,12.0,14.0,494.0,80.0,43.0,30.0,5.0,16.0,4.0,12.0,0.0,1.0,17.0,35.0,34.0,0.0,0.0,330.0,2000.0,80.0,12.0,14.0,2900.0,1716.0,16600.0,83.0,4.0,5.0,22800.0,6850.0,18.0,591.0,18.0
45,3.0,0,7.0,0.0,1,0.02,0.98,500.0,1.76,0.73,0.752,24.0,9.0,6.0,4490.0,36.0,320850.0,340.0,0.25,53780.0,4670.0,0.05,600.0,0.65,4.0,6.0,4.0,6.0,2.0,5.0,5.0,5.0,309.0,2360.0,10.0,0.0,2090.0,25540.0,0.0,82.0,494.0,80.0,8.0,3.0,4.0,9.0,0.0,4.0,7.0,469.0,76.0,105.0,71.0,14.0,14.0,5.0,9.0,12.0,22.0,48.0,179.0,105.0,0.0,42.0,351.0,1500.0,73.0,9.0,9.0,2200.0,1377.0,7100.0,78.0,5.0,6.0,9600.0,7440.0,40.0,1540.0,5.0
46,2.0,0,4.0,1.0,0,0.05,0.95,200.0,1.62,0.9,0.14800000000000002,13.0,46.0,40.0,9360.0,9.0,16450.0,40.0,0.45,6530.0,2150.0,0.4,910.0,0.6,7.0,43.0,7.0,43.0,0.0,1.0,4.0,4.0,0.0,2610.0,1.0,0.0,0.0,6220.0,0.0,89.0,636.0,83.0,7.0,3.0,2.0,9.0,2.0,4.0,6.0,605.0,71.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,296.0,500.0,66.0,1.0,2.0,500.0,500.0,2400.0,78.0,1.0,1.0,2400.0,2400.0,24.0,458.0,24.0
47,2.0,0,7.0,0.0,1,0.06,0.94,0.0,0.47,0.53,0.24100000000000002,11.0,31.0,30.0,12610.0,24.0,52250.0,108.0,0.4,16700.0,1240.0,0.15,600.0,0.65,10.0,14.0,10.0,14.0,1.0,2.0,5.0,5.0,0.0,1060.0,4.0,0.0,250.0,6070.0,0.0,82.0,562.0,76.0,10.0,7.0,3.0,18.0,2.0,7.0,16.0,509.0,76.0,42.0,27.0,9.0,12.0,6.0,6.0,3.0,12.0,28.0,48.0,71.0,3.0,7.0,322.0,1500.0,69.0,6.0,7.0,2100.0,1416.0,5100.0,81.0,6.0,7.0,7800.0,4366.0,13.0,1407.0,4.0
48,4.0,0,8.0,0.0,1,0.02,0.98,1400.0,1.35,0.79,0.569,26.0,14.0,10.0,9800.0,48.0,463450.0,412.0,0.3,40770.0,0.0,0.1,1140.0,0.5,14.0,14.0,14.0,14.0,0.0,1.0,6.0,6.0,160.0,2000.0,8.0,0.0,1090.0,35870.0,0.0,82.0,549.0,76.0,11.0,5.0,3.0,15.0,3.0,7.0,10.0,511.0,75.0,31.0,27.0,1.0,12.0,4.0,7.0,0.0,2.0,11.0,37.0,10.0,0.0,0.0,349.0,2100.0,74.0,7.0,8.0,3100.0,1810.0,7700.0,79.0,4.0,5.0,13800.0,7050.0,14.0,1895.0,10.0
49,4.0,0,6.0,0.0,0,0.01,0.99,900.0,0.17,0.48,0.455,20.0,21.0,20.0,5840.0,24.0,249770.0,207.0,0.65,10400.0,3340.0,0.4,1050.0,0.5,12.0,21.0,12.0,21.0,0.0,2.0,9.0,9.0,0.0,350.0,8.0,0.0,350.0,11780.0,0.0,82.0,529.0,72.0,8.0,2.0,5.0,11.0,0.0,2.0,2.0,487.0,74.0,70.0,61.0,10.0,17.0,4.0,13.0,0.0,2.0,5.0,73.0,52.0,0.0,0.0,360.0,2000.0,73.0,13.0,13.0,3100.0,1761.0,6300.0,80.0,4.0,4.0,12900.0,6900.0,60.0,1574.0,55.0
50,2.0,0,7.0,0.0,0,0.01,0.96,700.0,0.25,0.93,0.536,19.0,30.0,17.0,12860.0,43.0,261450.0,362.0,0.35,33380.0,3680.0,0.15,1030.0,0.55,16.0,30.0,16.0,30.0,0.0,0.0,7.0,7.0,256881.0,3470.0,9.0,0.0,0.0,18890.0,0.0,82.0,544.0,71.0,21.0,10.0,7.0,33.0,7.0,13.0,15.0,503.0,75.0,74.0,68.0,11.0,24.0,9.0,15.0,0.0,1.0,17.0,94.0,44.0,0.0,0.0,353.0,1800.0,75.0,15.0,17.0,4300.0,1760.0,9900.0,76.0,9.0,9.0,20400.0,5233.0,23.0,1443.0,23.0
51,2.0,0,6.0,0.0,0,0.02,0.98,0.0,0.99,0.79,0.57,19.0,15.0,15.0,24490.0,11.0,310950.0,172.0,0.2,71440.0,1960.0,0.05,1230.0,0.5,9.0,9.0,9.0,9.0,1.0,2.0,5.0,5.0,1834.0,4060.0,6.0,0.0,0.0,28060.0,0.0,83.0,546.0,73.0,37.0,21.0,10.0,80.0,21.0,59.0,71.0,514.0,76.0,87.0,84.0,2.0,27.0,6.0,21.0,7.0,17.0,42.0,92.0,8.0,7.0,0.0,341.0,1800.0,75.0,21.0,23.0,3700.0,1690.0,9400.0,81.0,6.0,6.0,14400.0,7616.0,-2.0,486.0,-2.0
52,2.0,0,9.0,1.0,0,0.01,0.99,0.0,0.11,0.71,0.28,17.0,37.0,15.0,5920.0,20.0,81230.0,117.0,0.5,30560.0,4400.0,0.4,1090.0,0.5,8.0,25.0,8.0,25.0,0.0,0.0,7.0,7.0,0.0,1010.0,9.0,0.0,0.0,7240.0,0.0,88.0,541.0,74.0,15.0,5.0,7.0,20.0,2.0,5.0,18.0,479.0,77.0,28.0,20.0,2.0,16.0,5.0,11.0,0.0,0.0,12.0,22.0,19.0,0.0,1.0,331.0,1800.0,74.0,11.0,12.0,2700.0,1545.0,6200.0,82.0,5.0,5.0,10200.0,6080.0,23.0,892.0,23.0
53,2.0,0,7.0,0.0,0,0.0,1.0,1000.0,2.29,0.95,0.172,11.0,27.0,27.0,10750.0,19.0,63040.0,76.0,0.7,11910.0,2670.0,0.65,1010.0,0.55,10.0,27.0,14.0,27.0,0.0,2.0,2.0,4.0,0.0,330.0,4.0,0.0,260.0,11750.0,0.0,95.0,636.0,85.0,4.0,3.0,0.0,4.0,0.0,2.0,3.0,613.0,71.0,14.0,12.0,0.0,4.0,1.0,3.0,1.0,3.0,4.0,11.0,7.0,1.0,0.0,340.0,2100.0,75.0,3.0,3.0,2800.0,1933.0,8400.0,65.0,1.0,1.0,8400.0,8400.0,33.0,674.0,5.0
54,4.0,0,5.0,0.0,0,0.02,0.98,2000.0,0.61,0.75,0.225,16.0,31.0,19.0,10470.0,33.0,100550.0,173.0,0.7,15110.0,1740.0,0.65,1130.0,0.4,15.0,31.0,15.0,31.0,0.0,0.0,1.0,1.0,0.0,500.0,4.0,0.0,0.0,14290.0,0.0,83.0,645.0,77.0,14.0,6.0,5.0,20.0,5.0,7.0,20.0,613.0,78.0,15.0,15.0,0.0,6.0,3.0,3.0,0.0,1.0,5.0,19.0,0.0,0.0,0.0,321.0,3300.0,74.0,3.0,3.0,4100.0,2300.0,13100.0,83.0,3.0,3.0,15600.0,9000.0,23.0,1391.0,23.0
55,4.0,0,4.0,0.0,0,0.02,0.98,0.0,2.43,0.43,0.366,14.0,13.0,9.0,4400.0,22.0,146730.0,170.0,1.0,19300.0,1240.0,1.0,810.0,0.6,0.0,13.0,0.0,13.0,0.0,0.0,3.0,6.0,0.0,0.0,6.0,0.0,0.0,1990.0,0.0,141.0,654.0,79.0,15.0,9.0,4.0,27.0,10.0,14.0,23.0,636.0,78.0,31.0,31.0,0.0,7.0,3.0,4.0,1.0,2.0,11.0,55.0,5.0,2.0,0.0,348.0,3600.0,75.0,4.0,4.0,4800.0,2300.0,21500.0,79.0,3.0,3.0,22800.0,12400.0,8.0,1676.0,8.0
56,2.0,0,3.0,0.0,1,0.02,0.98,0.0,1.39,1.0,0.214,17.0,17.0,16.0,15190.0,7.0,57540.0,45.0,0.55,15190.0,4000.0,0.2,1300.0,0.55,16.0,17.0,16.0,17.0,2.0,3.0,3.0,3.0,1958330.0,1120.0,3.0,0.0,0.0,12160.0,0.0,82.0,549.0,77.0,24.0,6.0,7.0,33.0,17.0,22.0,29.0,511.0,76.0,16.0,12.0,3.0,12.0,5.0,7.0,0.0,1.0,4.0,15.0,10.0,0.0,0.0,347.0,2200.0,73.0,7.0,7.0,3000.0,2071.0,5800.0,82.0,5.0,5.0,8400.0,4600.0,3.0,260.0,3.0
57,3.0,0,8.0,0.0,0,0.03,0.94,300.0,34.34,1.0,0.49700000000000005,17.0,15.0,11.0,10390.0,23.0,233710.0,237.0,0.2,38810.0,4400.0,0.05,980.0,0.55,5.0,15.0,5.0,17.0,2.0,1.0,5.0,5.0,518523.0,2430.0,5.0,0.0,1000.0,10330.0,0.0,82.0,554.0,74.0,32.0,15.0,10.0,50.0,13.0,23.0,41.0,499.0,77.0,54.0,46.0,3.0,21.0,6.0,15.0,1.0,2.0,16.0,87.0,24.0,1.0,0.0,357.0,1900.0,77.0,15.0,17.0,4600.0,1733.0,16700.0,79.0,6.0,6.0,20400.0,8366.0,2.0,759.0,2.0
58,2.0,0,7.0,0.0,0,0.02,0.98,700.0,1.23,0.76,0.22699999999999998,17.0,36.0,24.0,13520.0,19.0,87280.0,94.0,0.45,19680.0,390.0,0.2,1080.0,0.5,11.0,14.0,11.0,14.0,0.0,0.0,2.0,2.0,0.0,1570.0,3.0,0.0,800.0,13880.0,0.0,85.0,549.0,76.0,11.0,5.0,3.0,15.0,3.0,7.0,10.0,511.0,75.0,31.0,27.0,1.0,12.0,4.0,7.0,0.0,2.0,11.0,37.0,10.0,0.0,0.0,349.0,2100.0,74.0,7.0,8.0,3100.0,1810.0,7700.0,79.0,4.0,5.0,13800.0,7050.0,14.0,804.0,10.0
59,2.0,0,6.0,0.0,0,0.04,0.88,0.0,2.08,1.0,0.222,14.0,21.0,19.0,3360.0,18.0,92540.0,98.0,0.4,17590.0,720.0,0.15,860.0,0.6,6.0,21.0,6.0,21.0,1.0,3.0,3.0,3.0,27366.0,2100.0,3.0,0.0,0.0,10160.0,0.0,85.0,546.0,63.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,489.0,78.0,17.0,16.0,1.0,6.0,4.0,2.0,1.0,1.0,7.0,37.0,9.0,1.0,0.0,320.0,800.0,70.0,2.0,2.0,1800.0,1150.0,9600.0,79.0,4.0,4.0,12600.0,8100.0,118.0,614.0,22.0
60,1.0,0,6.0,0.0,0,0.02,0.98,600.0,1.0,1.0,0.166,15.0,35.0,31.0,11690.0,9.0,23930.0,45.0,0.75,7590.0,1100.0,0.4,640.0,0.65,0.0,29.0,0.0,29.0,0.0,1.0,2.0,2.0,0.0,500.0,3.0,0.0,0.0,6160.0,0.0,94.0,618.0,72.0,7.0,3.0,3.0,7.0,1.0,4.0,6.0,591.0,76.0,6.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,297.0,2900.0,76.0,1.0,1.0,2900.0,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,330.0,25.0
61,2.0,0,7.0,0.0,0,0.02,0.98,300.0,0.79,0.81,0.397,19.0,19.0,17.0,13890.0,30.0,162180.0,214.0,0.2,48690.0,2700.0,0.05,880.0,0.6,7.0,8.0,7.0,8.0,0.0,1.0,4.0,12.0,526941.0,5310.0,5.0,0.0,1970.0,22840.0,0.0,83.0,530.0,74.0,16.0,10.0,6.0,20.0,5.0,10.0,16.0,490.0,76.0,18.0,16.0,1.0,10.0,2.0,8.0,0.0,0.0,9.0,22.0,6.0,0.0,0.0,251.0,1500.0,76.0,8.0,9.0,3500.0,1637.0,2400.0,75.0,2.0,3.0,3000.0,2000.0,3.0,1185.0,3.0
62,2.0,0,7.0,0.0,0,0.01,0.99,0.0,0.34,1.0,0.205,16.0,22.0,20.0,18730.0,26.0,119760.0,138.0,0.45,16500.0,1320.0,0.2,1480.0,0.5,8.0,21.0,8.0,21.0,0.0,1.0,1.0,3.0,555239.0,1090.0,2.0,0.0,620.0,15030.0,0.0,82.0,678.0,76.0,11.0,6.0,2.0,13.0,5.0,7.0,10.0,668.0,74.0,12.0,9.0,0.0,9.0,3.0,6.0,1.0,2.0,5.0,10.0,4.0,1.0,0.0,350.0,2900.0,71.0,6.0,7.0,5000.0,2216.0,3700.0,78.0,3.0,4.0,7200.0,3700.0,23.0,841.0,19.0
63,2.0,0,8.0,1.0,1,0.01,0.99,0.0,0.75,1.0,0.272,16.0,102.0,37.0,14310.0,13.0,121620.0,104.0,0.35,42260.0,800.0,0.1,1010.0,0.55,6.0,19.0,6.0,19.0,1.0,1.0,4.0,5.0,47.0,1590.0,6.0,0.0,690.0,18760.0,0.0,90.0,498.0,74.0,18.0,4.0,6.0,21.0,10.0,11.0,17.0,458.0,77.0,38.0,24.0,7.0,15.0,9.0,6.0,4.0,10.0,26.0,27.0,65.0,0.0,27.0,332.0,2500.0,73.0,6.0,6.0,3900.0,2100.0,5000.0,83.0,9.0,9.0,8400.0,4055.0,14.0,446.0,14.0
64,2.0,0,7.0,0.0,0,0.0,0.82,5000.0,0.98,0.96,0.466,29.0,28.0,32.0,18860.0,22.0,432830.0,215.0,0.1,110430.0,4310.0,0.65,1780.0,0.4,16.0,28.0,26.0,28.0,0.0,0.0,2.0,2.0,0.0,31000.0,6.0,0.0,1960.0,27440.0,0.0,82.0,524.0,76.0,22.0,12.0,6.0,28.0,6.0,18.0,22.0,499.0,77.0,40.0,40.0,2.0,18.0,7.0,11.0,0.0,0.0,11.0,47.0,0.0,0.0,0.0,360.0,2400.0,75.0,11.0,11.0,7100.0,2709.0,10800.0,80.0,7.0,8.0,15600.0,9042.0,14.0,739.0,14.0
65,3.0,0,7.0,1.0,0,0.04,0.96,1800.0,0.13,0.36,0.18600000000000003,13.0,63.0,35.0,10260.0,15.0,40200.0,72.0,1.0,3390.0,350.0,1.0,950.0,0.55,0.0,63.0,0.0,40.0,0.0,1.0,5.0,15.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,93.0,536.0,75.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,489.0,80.0,15.0,12.0,5.0,4.0,0.0,4.0,0.0,0.0,2.0,12.0,25.0,0.0,0.0,357.0,1900.0,79.0,4.0,4.0,2100.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1332.0,28.0
66,4.0,0,6.0,1.0,0,0.01,0.84,1000.0,35.66,0.98,0.302,18.0,22.0,17.0,13550.0,40.0,395880.0,298.0,0.5,16350.0,11600.0,0.2,1420.0,0.5,14.0,18.0,14.0,18.0,0.0,2.0,2.0,4.0,0.0,960.0,4.0,0.0,940.0,33370.0,0.0,85.0,584.0,72.0,5.0,2.0,3.0,9.0,3.0,6.0,7.0,605.0,76.0,28.0,23.0,2.0,12.0,7.0,5.0,4.0,9.0,11.0,41.0,11.0,3.0,2.0,358.0,2100.0,73.0,5.0,5.0,3300.0,1760.0,8400.0,77.0,7.0,8.0,21600.0,9771.0,1.0,1293.0,1.0
67,3.0,0,8.0,0.0,0,0.0,0.73,0.0,2.87,0.85,0.536,17.0,40.0,16.0,3310.0,29.0,707780.0,275.0,0.35,56350.0,15570.0,0.3,1920.0,0.4,4.0,40.0,4.0,40.0,0.0,5.0,8.0,8.0,0.0,4840.0,9.0,0.0,0.0,51540.0,0.0,82.0,549.0,76.0,11.0,5.0,3.0,15.0,3.0,7.0,10.0,511.0,75.0,31.0,27.0,1.0,12.0,4.0,7.0,0.0,2.0,11.0,37.0,10.0,0.0,0.0,349.0,2100.0,74.0,7.0,8.0,3100.0,1810.0,7700.0,79.0,4.0,5.0,13800.0,7050.0,14.0,1096.0,10.0
68,3.0,0,6.0,0.0,0,0.05,0.8,0.0,1.05,1.0,0.41100000000000003,20.0,22.0,13.0,15420.0,20.0,142700.0,175.0,0.2,21830.0,1920.0,0.1,650.0,0.7,6.0,22.0,6.0,22.0,0.0,0.0,8.0,8.0,0.0,6610.0,2.0,0.0,0.0,8140.0,0.0,91.0,631.0,75.0,12.0,6.0,2.0,19.0,12.0,14.0,19.0,602.0,76.0,9.0,9.0,0.0,7.0,4.0,3.0,0.0,1.0,4.0,9.0,0.0,0.0,0.0,354.0,2000.0,71.0,3.0,3.0,2000.0,1900.0,14000.0,79.0,4.0,4.0,28800.0,9850.0,22.0,653.0,22.0
69,3.0,0,7.0,0.0,0,0.0,0.8,0.0,0.78,1.0,0.297,15.0,24.0,20.0,7730.0,23.0,197450.0,145.0,0.55,15090.0,10180.0,0.4,2150.0,0.35,1.0,17.0,1.0,17.0,0.0,2.0,2.0,2.0,0.0,880.0,2.0,0.0,0.0,21700.0,0.0,85.0,586.0,75.0,14.0,7.0,4.0,22.0,9.0,13.0,21.0,567.0,76.0,25.0,23.0,2.0,9.0,6.0,3.0,1.0,7.0,14.0,23.0,7.0,2.0,1.0,340.0,5700.0,70.0,3.0,4.0,7100.0,4366.0,5000.0,80.0,6.0,7.0,10800.0,4466.0,0.0,760.0,0.0
70,4.0,0,8.0,0.0,0,0.0,1.0,0.0,0.51,0.58,0.28600000000000003,15.0,23.0,22.0,6200.0,37.0,146020.0,141.0,0.4,17480.0,790.0,0.2,1120.0,0.5,9.0,23.0,9.0,23.0,0.0,1.0,1.0,2.0,0.0,1280.0,2.0,0.0,0.0,2820.0,0.0,83.0,646.0,72.0,6.0,4.0,1.0,7.0,1.0,7.0,7.0,629.0,77.0,18.0,18.0,0.0,6.0,2.0,4.0,3.0,5.0,8.0,16.0,0.0,4.0,0.0,339.0,1700.0,76.0,4.0,5.0,2200.0,1500.0,7300.0,78.0,2.0,2.0,7800.0,6900.0,8.0,1986.0,2.0
71,3.0,0,7.0,0.0,1,0.01,0.99,0.0,0.24,0.79,0.319,16.0,31.0,30.0,12680.0,30.0,134770.0,185.0,0.7,23630.0,1810.0,1.0,1000.0,0.55,0.0,31.0,0.0,31.0,0.0,7.0,7.0,7.0,0.0,580.0,6.0,0.0,580.0,15860.0,0.0,97.0,526.0,76.0,15.0,5.0,5.0,18.0,5.0,10.0,15.0,454.0,74.0,62.0,30.0,13.0,20.0,9.0,11.0,0.0,2.0,36.0,55.0,100.0,0.0,4.0,359.0,3100.0,72.0,11.0,12.0,4400.0,2300.0,4100.0,76.0,9.0,10.0,19200.0,5188.0,21.0,1216.0,21.0
72,3.0,0,6.0,0.0,0,0.01,0.92,1500.0,0.71,0.54,0.47200000000000003,18.0,27.0,14.0,16590.0,45.0,354910.0,245.0,0.35,82850.0,7810.0,0.05,1070.0,0.45,12.0,12.0,12.0,12.0,5.0,4.0,4.0,4.0,31.0,1930.0,10.0,0.0,140.0,27130.0,0.0,83.0,535.0,79.0,12.0,7.0,3.0,13.0,0.0,4.0,7.0,512.0,76.0,62.0,57.0,1.0,18.0,8.0,10.0,1.0,4.0,17.0,81.0,14.0,1.0,0.0,355.0,2200.0,73.0,10.0,10.0,3200.0,1960.0,11100.0,79.0,8.0,8.0,31800.0,10700.0,35.0,2602.0,23.0
73,3.0,0,9.0,4.0,0,0.03,0.97,0.0,1.04,0.86,0.25,10.0,257.0,22.0,18750.0,30.0,11310.0,165.0,1.0,2090.0,21480.0,1.0,1070.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,541.0,77.0,22.0,13.0,4.0,34.0,7.0,26.0,30.0,507.0,77.0,31.0,31.0,1.0,19.0,8.0,11.0,1.0,4.0,15.0,34.0,5.0,2.0,0.0,319.0,2700.0,76.0,11.0,13.0,7400.0,2481.0,5800.0,80.0,8.0,9.0,13800.0,5150.0,1.0,1174.0,1.0
74,2.0,0,7.0,0.0,1,0.02,0.98,0.0,0.85,0.77,0.29100000000000004,16.0,25.0,15.0,16820.0,20.0,149130.0,128.0,0.6,16850.0,5370.0,0.65,1080.0,0.55,19.0,25.0,19.0,25.0,0.0,6.0,6.0,6.0,0.0,1320.0,6.0,0.0,0.0,14160.0,0.0,82.0,505.0,79.0,6.0,4.0,1.0,7.0,1.0,4.0,7.0,470.0,75.0,40.0,29.0,6.0,8.0,1.0,7.0,1.0,2.0,10.0,37.0,25.0,0.0,3.0,357.0,2800.0,74.0,7.0,8.0,3800.0,2514.0,10200.0,85.0,1.0,1.0,10200.0,10200.0,26.0,947.0,21.0
75,3.0,0,7.0,0.0,1,0.0,1.0,0.0,0.85,1.0,0.436,18.0,27.0,16.0,16120.0,16.0,236400.0,183.0,0.2,32840.0,2360.0,0.15,1320.0,0.45,9.0,17.0,9.0,17.0,1.0,1.0,3.0,6.0,428425.0,3510.0,5.0,0.0,0.0,15040.0,0.0,87.0,558.0,72.0,18.0,7.0,7.0,27.0,6.0,7.0,12.0,497.0,74.0,53.0,46.0,4.0,24.0,7.0,17.0,0.0,2.0,28.0,58.0,20.0,1.0,1.0,359.0,1800.0,73.0,17.0,18.0,4100.0,1541.0,7700.0,75.0,7.0,7.0,13200.0,6785.0,7.0,530.0,7.0
